id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
500305,Luis Ruiz,M,2026-01-18,236.12,Antigua,Education
500424,Juan Perez,F,2026-01-09,249.57,Mixco,Food
504249,Daniel  Reyes,M,2026-02-11,457.06,Quetzaltenango,Retail
502069,Karla Nunez,F,2026-02-13,175.35,Desconocida,Services
504084,Andrea Lima,F,2026-01-14,175.31,Escuintla,Services
502768,Isabel  Torres,F,2026-01-05,131.4,Villa Nueva,Retail
500391,Andrea Torres,F,2026-02-08,27.14,Mixco,Retail
501077,Luis Castillo,F,2026-01-11,41.42,Guatemala,Education
501393,Hector Lopez,F,2026-01-03,172.71,Villa Nueva,Retail
500013,Daniel  Molina,M,2026-02-02,5.68,Antigua,Food
501575,Paola Lopez,M,2026-02-18,323.37,Villa Nueva,Retail
500866,Karla Gomez,M,2026-01-20,75.42,Escuintla,Services
501442,Pedro Flores,F,2026-01-14,78.29,Chimaltenango,Education
503924,Gustavo Alvarez,M,2026-01-08,478.68,Chimaltenango,Education
501852,Ana Torres,F,2026-01-24,315.91,Antigua,Retail
504251,Ana Rojas,F,2026-02-01,378.62,Villa Nueva,Food
504389,Luis Soto,F,2026-01-11,487.69,Antigua,Education
502389,Gustavo Alvarez,F,2026-02-20,181.54,Antigua,Food
503213,Pedro Paz,M,2026-02-16,279.14,Desconocida,Retail
503001,Andrea Ramirez,F,2026-01-18,388.49,Quetzaltenango,Education
501377,Pablo Alvarez,F,2026-02-17,425.39,Mixco,Food
504350,Gustavo Soto,F,2026-02-23,419.46,Villa Nueva,Education
501378,Miguel Paz,F,2026-01-28,99.58,Villa Nueva,Food
501751,Monica Paz,F,2026-02-05,276.18,Antigua,Education
501644,Valeria Castillo,M,2026-01-07,251.8,Guatemala,Retail
500765,Gabriela Gomez,M,2026-01-15,494.9,Villa Nueva,Services
500998,Andrea Reyes,M,2026-02-10,213.58,Escuintla,Education
503971,Carlos  Diaz,M,2026-02-28,140.8,Amatitlan,Services
501427,Pedro Fuentes,M,2026-02-19,68.41,Desconocida,Services
503835,Pedro  Mazariegos,M,2026-02-24,173.81,Mixco,Retail
503221,Luis  Alvarez,F,2026-02-19,379.17,Mixco,Services
501694,Karla Ortega,F,2026-02-13,3.77,Amatitlan,Food
500356,Paola Ruiz,M,2026-02-15,444.72,Villa Nueva,Services
500103,Diana Aguilar,M,2026-02-19,87.29,Mixco,Retail
500751,Juan Soto,F,2026-02-26,82.23,Amatitlan,Services
503257,Valeria Mejia,F,2026-02-07,285.46,Chimaltenango,Education
503837,Sofia Vargas,F,2026-01-27,53.4,Antigua,Services
503281,Ana Herrera,M,2026-01-06,188.47,Escuintla,Education
503039,Carlos Mejia,F,2026-02-19,251.8,Desconocida,Education
500036,Gustavo Molina,F,2026-01-31,124.74,Antigua,Services
503317,Diana Nunez,M,2026-02-16,362.92,Antigua,Services
503404,Maria Lopez,M,2026-03-01,327.12,Antigua,Food
500016,Monica Diaz,F,2026-01-08,470.51,Mixco,Education
503076,Gabriela Paz,F,2026-02-12,251.8,Guatemala,Food
502419,Patricia Lopez,M,2026-01-14,445.56,Villa Nueva,Food
502957,Gabriela  Fuentes,M,2026-02-02,120.91,Escuintla,Education
501988,Gustavo Perez,M,2026-02-20,432.0,Quetzaltenango,Retail
503249,Jose Paz,F,2026-01-18,104.65,Mixco,Education
500525,Ricardo Torres,M,2026-01-28,33.97,Chimaltenango,Services
501483,Monica Molina,F,2026-02-19,60.69,Chimaltenango,Food
500700,Karla Dominguez,M,2026-01-12,214.28,Quetzaltenango,Education
501956,Valeria Vargas,F,2026-02-01,64.12,Chimaltenango,Services
502328,Hector Ramirez,M,2026-02-18,405.33,Amatitlan,Services
504146,Monica Castillo,F,2026-01-24,471.05,Chimaltenango,Retail
500658,Valeria Reyes,F,2026-02-04,251.58,Desconocida,Services
500019,Juan Diaz,M,2026-02-28,275.85,Villa Nueva,Education
502818,Carlos Ortega,F,2026-02-13,157.52,Guatemala,Retail
500012,Carlos Morales,M,2026-02-25,251.8,Chimaltenango,Retail
504588,Gustavo Ruiz,F,2026-01-18,245.04,Antigua,Retail
504840,Carmen Molina,F,2026-01-08,107.7,Desconocida,Retail
501633,Ricardo Ramirez,M,2026-02-03,251.8,Escuintla,Food
501121,Maria Lima,F,2026-01-07,82.68,Amatitlan,Retail
501987,Hector Alvarez,M,2026-01-27,286.48,Chimaltenango,Food
501871,Laura Aguilar,M,2026-03-01,251.8,Guatemala,Services
503783,Andrea Castillo,F,2026-02-05,396.47,Mixco,Education
503579,Sofia Alvarez,F,2026-02-10,190.23,Quetzaltenango,Education
501416,Maria Nunez,M,2026-02-24,63.06,Amatitlan,Food
504294,Karla Herrera,F,2026-01-24,81.62,Villa Nueva,Services
501992,Laura Rojas,F,2026-01-01,183.7,Quetzaltenango,Education
500029,Gustavo  Perez,M,2026-02-21,58.92,Antigua,Food
504853,Sofia  Cruz,F,2026-02-19,251.8,Escuintla,Services
503159,Patricia Cruz,F,2026-01-26,43.58,Villa Nueva,Retail
503964,Patricia Soto,F,2026-02-14,86.96,Guatemala,Services
501267,Juan Hernandez,F,2026-01-20,251.8,Mixco,Food
502962,Valeria  Morales,F,2026-02-19,431.56,Escuintla,Food
503856,Kevin  Herrera,F,2026-02-26,196.04,Amatitlan,Education
501495,Rene Soto,F,2026-01-06,493.16,Antigua,Education
501358,Andrea Lima,F,2026-01-19,182.98,Guatemala,Services
502184,Gabriela Lopez,F,2026-01-03,251.8,Quetzaltenango,Education
502494,Carlos Alvarez,M,2026-01-18,273.7,Chimaltenango,Services
504748,Laura Fuentes,M,2026-02-06,184.22,Quetzaltenango,Food
503858,Andrea Torres,M,2026-01-15,129.02,Villa Nueva,Services
501937,Maria Hernandez,M,2026-01-15,50.33,Antigua,Services
501963,Hector Gomez,M,2026-02-26,98.65,Amatitlan,Services
503316,Carmen  Rojas,M,2026-01-25,292.16,Amatitlan,Services
504810,Valeria Paz,M,2026-01-03,68.99,Amatitlan,Education
504533,Gabriela Mendez,M,2026-02-03,194.12,Mixco,Education
502153,Pedro Soto,M,2026-02-12,306.66,Escuintla,Services
504770,Kevin Herrera,M,2026-01-06,235.65,Escuintla,Education
503940,Karla Lopez,F,2026-01-27,444.2,Desconocida,Retail
504670,Carmen  Cruz,F,2026-01-14,247.47,Escuintla,Retail
502030,Elena Morales,F,2026-02-11,411.98,Quetzaltenango,Retail
501523,Sofia Torres,M,2026-01-09,22.59,Villa Nueva,Education
502882,Sofia Ortega,M,2026-02-26,65.44,Guatemala,Education
503929,Hector Molina,M,2026-01-07,104.15,Villa Nueva,Education
504392,Juan Alvarez,F,2026-02-18,88.11,Mixco,Education
501901,Jose Mazariegos,M,2026-01-30,272.87,Villa Nueva,Education
500769,Fernando Dominguez,F,2026-02-02,497.65,Guatemala,Services
503515,Hector Solis,F,2026-01-11,57.67,Escuintla,Education
504869,Pablo Torres,M,2026-02-27,142.33,Escuintla,Education
504746,Miguel Aguilar,F,2026-02-04,316.91,Amatitlan,Education
502212,Patricia Aguilar,F,2026-01-29,94.28,Desconocida,Retail
501335,Paola  Dominguez,M,2026-02-27,203.22,Amatitlan,Food
501473,Gabriela Molina,M,2026-02-11,47.89,Villa Nueva,Education
501606,Ana Cruz,F,2026-01-14,377.82,Villa Nueva,Services
501735,Karla Nunez,M,2026-01-19,251.8,Mixco,Services
500022,Elena Lopez,F,2026-01-23,6.33,Escuintla,Food
500201,Pablo Lopez,F,2026-01-11,280.25,Villa Nueva,Retail
502144,Paola Paz,M,2026-02-26,83.27,Mixco,Services
500897,Daniel Vargas,F,2026-02-13,161.83,Desconocida,Food
503626,Sofia Ramirez,F,2026-01-09,113.83,Guatemala,Retail
504207,Valeria Hernandez,M,2026-02-01,251.8,Amatitlan,Retail
504799,Karla Ortega,M,2026-01-24,326.67,Villa Nueva,Retail
501620,Carlos Solis,F,2026-02-05,394.92,Villa Nueva,Retail
500164,Luis Ramirez,M,2026-02-28,152.52,Antigua,Education
503263,Gabriela Ortega,F,2026-02-08,77.04,Villa Nueva,Services
501248,Ana Mejia,M,2026-01-22,44.63,Amatitlan,Education
502289,Sofia Dominguez,F,2026-02-10,179.29,Guatemala,Education
503434,Elena Reyes,F,2026-02-24,465.12,Amatitlan,Services
503993,Ana Lopez,F,2026-01-13,101.28,Amatitlan,Food
501947,Valeria Castillo,M,2026-02-06,385.55,Villa Nueva,Services
502812,Luis Castillo,M,2026-01-13,497.42,Chimaltenango,Food
501834,Laura Mejia,M,2026-02-09,129.29,Escuintla,Retail
503361,Maria Gomez,M,2026-01-13,75.17,Chimaltenango,Services
503791,Juan Soto,M,2026-02-27,259.66,Chimaltenango,Education
502463,Pablo  Nunez,M,2026-02-13,135.04,Quetzaltenango,Food
502133,Luis  Torres,F,2026-02-15,328.25,Villa Nueva,Retail
504666,Luis Fuentes,M,2026-02-12,301.57,Villa Nueva,Retail
500745,Hector Ramirez,M,2026-02-09,251.8,Amatitlan,Retail
503153,Daniel Paz,M,2026-02-18,126.52,Escuintla,Retail
502331,Rene Mazariegos,M,2026-02-01,251.8,Quetzaltenango,Retail
501837,Luis Ramirez,M,2026-02-01,250.65,Amatitlan,Food
504178,Gabriela  Gomez,F,2026-01-14,357.68,Mixco,Retail
503111,Andrea Castillo,M,2026-01-28,151.85,Amatitlan,Education
501207,Elena Castillo,F,2026-02-26,477.14,Amatitlan,Food
502156,Luis Ortega,F,2026-02-22,412.48,Escuintla,Education
502151,Karla Morales,M,2026-02-06,398.48,Antigua,Services
503502,Carmen Soto,F,2026-01-29,102.9,Antigua,Services
500371,Pedro Ruiz,F,2026-01-09,110.24,Amatitlan,Retail
503535,Ana Molina,M,2026-02-19,119.08,Villa Nueva,Services
502955,Isabel Rojas,F,2026-02-10,58.38,Antigua,Food
500493,Kevin Herrera,M,2026-02-09,174.73,Chimaltenango,Education
501162,Diana Vargas,F,2026-02-08,372.31,Amatitlan,Food
500152,Ana Nunez,M,2026-02-13,211.96,Antigua,Services
503674,Fernando Vargas,M,2026-02-16,103.66,Guatemala,Food
500357,Andrea  Aguilar,F,2026-01-06,251.8,Mixco,Services
501296,Juan Mendez,M,2026-02-13,251.8,Chimaltenango,Food
502533,Hector Vargas,F,2026-02-27,13.34,Desconocida,Retail
501974,Isabel Soto,M,2026-02-20,251.8,Villa Nueva,Services
500145,Monica Alvarez,M,2026-02-10,305.75,Amatitlan,Retail
502443,Isabel Reyes,M,2026-02-14,347.84,Escuintla,Education
502337,Gustavo Aguilar,F,2026-02-06,126.52,Guatemala,Food
503704,Gustavo Fuentes,M,2026-01-29,138.27,Villa Nueva,Services
500874,Daniel Aguilar,M,2026-01-28,441.25,Villa Nueva,Services
501324,Isabel Aguilar,M,2026-02-02,93.94,Antigua,Retail
504283,Ricardo Cruz,M,2026-02-18,344.8,Amatitlan,Food
500027,Elena Diaz,F,2026-03-01,43.26,Antigua,Education
500433,Monica Aguilar,F,2026-02-26,59.37,Antigua,Services
504481,Pedro Fuentes,M,2026-02-02,311.53,Chimaltenango,Food
504460,Ana  Molina,F,2026-02-03,135.99,Quetzaltenango,Retail
502678,Carmen Reyes,F,2026-02-28,251.8,Chimaltenango,Retail
504354,Elena Diaz,F,2026-02-28,21.42,Escuintla,Food
501457,Oscar Lima,F,2026-01-04,198.53,Quetzaltenango,Food
503527,Juan Castillo,F,2026-02-19,324.64,Guatemala,Retail
500137,Pablo  Mendez,F,2026-02-22,100.55,Villa Nueva,Services
504636,Ricardo Fuentes,M,2026-02-01,271.65,Chimaltenango,Food
502481,Gabriela Reyes,F,2026-02-11,91.22,Villa Nueva,Education
502012,Karla Diaz,F,2026-02-19,388.17,Escuintla,Food
502615,Patricia Fuentes,F,2026-02-23,251.8,Amatitlan,Retail
501777,Oscar Perez,F,2026-02-28,257.85,Mixco,Education
500262,Sofia Mejia,F,2026-02-24,99.92,Amatitlan,Food
502549,Ana  Soto,F,2026-01-06,6.51,Chimaltenango,Services
500128,Rene Herrera,F,2026-01-08,112.15,Quetzaltenango,Education
504127,Monica Molina,M,2026-01-05,84.37,Antigua,Education
502899,Luis Solis,M,2026-01-24,207.66,Guatemala,Education
500395,Paola Rojas,F,2026-01-26,376.14,Guatemala,Retail
504655,Elena Flores,F,2026-02-23,485.47,Antigua,Retail
503590,Patricia Lopez,F,2026-01-12,63.4,Antigua,Services
503514,Diana Soto,M,2026-01-08,404.84,Escuintla,Services
504348,Valeria Flores,F,2026-01-17,14.46,Guatemala,Services
500515,Oscar Castillo,M,2026-01-19,325.01,Quetzaltenango,Food
501586,Carmen Aguilar,M,2026-01-08,467.46,Quetzaltenango,Food
500241,Daniel Mazariegos,M,2026-01-01,240.19,Villa Nueva,Education
502341,Hector  Ramirez,F,2026-01-13,341.12,Antigua,Services
503384,Sofia Flores,F,2026-01-21,321.59,Mixco,Education
500722,Andrea Ruiz,F,2026-02-10,196.74,Guatemala,Retail
500726,Pedro  Lopez,M,2026-01-18,478.75,Antigua,Food
502802,Carmen Reyes,F,2026-02-17,320.77,Chimaltenango,Retail
502150,Laura Aguilar,F,2026-01-04,276.41,Amatitlan,Retail
501022,Elena Soto,M,2026-02-28,383.7,Chimaltenango,Services
500178,Jose Reyes,M,2026-01-05,477.94,Escuintla,Food
500510,Juan Gomez,M,2026-02-14,125.87,Mixco,Services
504779,Oscar Perez,M,2026-01-03,234.06,Chimaltenango,Food
501397,Maria Castillo,F,2026-01-30,45.6,Escuintla,Retail
502473,Isabel Lima,M,2026-02-28,149.86,Quetzaltenango,Retail
500217,Elena Ortega,F,2026-02-02,168.45,Villa Nueva,Services
501199,Andrea Reyes,F,2026-01-29,119.86,Quetzaltenango,Retail
500101,Luis Hernandez,F,2026-01-06,38.76,Antigua,Education
503013,Juan Castillo,F,2026-02-24,251.8,Villa Nueva,Food
500652,Rene Diaz,F,2026-02-23,307.69,Desconocida,Retail
503240,Carmen Ortega,M,2026-02-27,478.92,Guatemala,Retail
502109,Carlos Ramirez,F,2026-02-18,93.22,Villa Nueva,Food
504771,Sofia Alvarez,F,2026-01-10,459.48,Antigua,Food
504888,Maria Rojas,M,2026-02-04,228.73,Amatitlan,Retail
501803,Diana Lima,F,2026-01-06,141.37,Villa Nueva,Education
501671,Patricia Paz,M,2026-02-26,423.84,Amatitlan,Services
500412,Pedro Molina,F,2026-02-21,53.46,Amatitlan,Education
500059,Rene Alvarez,F,2026-02-28,442.52,Guatemala,Services
501979,Elena Rojas,F,2026-01-11,364.8,Villa Nueva,Food
504258,Pablo  Torres,F,2026-01-21,399.32,Chimaltenango,Services
503552,Pedro  Perez,M,2026-01-21,428.36,Antigua,Retail
504016,Juan Diaz,F,2026-02-01,103.99,Antigua,Retail
504176,Paola Lima,M,2026-01-03,495.34,Escuintla,Retail
502273,Patricia Reyes,M,2026-02-21,40.16,Mixco,Services
501056,Karla  Reyes,M,2026-02-22,251.8,Mixco,Retail
501475,Ricardo Lopez,F,2026-01-28,190.3,Guatemala,Education
501637,Oscar Mendez,M,2026-01-22,174.63,Mixco,Retail
501573,Pedro Mazariegos,M,2026-01-23,115.05,Amatitlan,Education
503338,Maria Soto,F,2026-02-03,432.59,Quetzaltenango,Food
502546,Miguel Alvarez,M,2026-01-12,432.32,Guatemala,Food
500049,Laura  Soto,F,2026-03-01,272.32,Guatemala,Food
501565,Gustavo Hernandez,F,2026-02-17,420.44,Antigua,Retail
504296,Patricia Mazariegos,F,2026-02-26,31.37,Chimaltenango,Services
503636,Carmen Alvarez,M,2026-01-18,17.16,Amatitlan,Food
502572,Luis Ruiz,M,2026-01-11,67.59,Amatitlan,Retail
503114,Laura Nunez,F,2026-01-28,256.5,Villa Nueva,Services
501691,Rene Herrera,F,2026-01-27,315.27,Villa Nueva,Education
503598,Carmen Mazariegos,F,2026-01-26,336.9,Desconocida,Education
503747,Juan Fuentes,F,2026-01-18,432.33,Villa Nueva,Education
500250,Patricia Diaz,F,2026-01-20,169.39,Escuintla,Retail
504728,Ana Molina,F,2026-01-23,428.15,Quetzaltenango,Retail
503794,Isabel Cruz,M,2026-01-09,163.71,Guatemala,Retail
502828,Rene Hernandez,F,2026-01-30,251.8,Villa Nueva,Services
504109,Gabriela Herrera,F,2026-01-07,445.15,Escuintla,Education
503976,Pedro Lopez,M,2026-01-11,250.14,Quetzaltenango,Retail
503456,Ana  Alvarez,M,2026-02-28,227.57,Escuintla,Education
504370,Carlos Ruiz,M,2026-01-02,460.06,Quetzaltenango,Food
503274,Carlos Fuentes,M,2026-01-29,168.87,Mixco,Education
504722,Ricardo Morales,F,2026-02-27,8.69,Amatitlan,Services
501624,Monica Lopez,M,2026-02-11,328.98,Amatitlan,Food
500945,Karla  Torres,M,2026-02-14,346.04,Amatitlan,Food
504672,Carmen Fuentes,F,2026-02-27,483.09,Quetzaltenango,Education
504756,Luis Fuentes,M,2026-02-27,39.01,Amatitlan,Services
501170,Pedro Flores,F,2026-01-04,118.92,Mixco,Education
502335,Maria Lima,F,2026-01-19,251.96,Mixco,Services
502597,Oscar Perez,M,2026-01-23,392.65,Quetzaltenango,Retail
502283,Carmen Ramirez,F,2026-02-26,487.31,Quetzaltenango,Services
503869,Isabel Castillo,M,2026-01-09,29.74,Amatitlan,Education
501233,Pablo Herrera,M,2026-02-04,129.49,Amatitlan,Food
504634,Laura Mendez,M,2026-01-08,114.37,Guatemala,Food
502027,Fernando Ortega,M,2026-02-18,484.25,Mixco,Services
501823,Patricia Ramirez,F,2026-02-15,133.85,Quetzaltenango,Retail
503072,Juan Molina,M,2026-02-04,261.19,Amatitlan,Food
501770,Maria Soto,M,2026-01-09,89.98,Escuintla,Retail
503611,Laura  Solis,F,2026-01-14,398.27,Antigua,Retail
503847,Isabel Mazariegos,M,2026-02-16,97.17,Escuintla,Education
503134,Ana Nunez,F,2026-01-26,217.46,Mixco,Food
501649,Maria Gomez,M,2026-02-07,100.72,Quetzaltenango,Services
503973,Gustavo Ruiz,F,2026-01-29,219.89,Quetzaltenango,Education
501444,Carlos Lopez,F,2026-01-23,275.86,Mixco,Education
504373,Pedro Ortega,F,2026-02-17,485.79,Amatitlan,Retail
501441,Luis Molina,F,2026-01-01,198.73,Guatemala,Food
504406,Isabel Nunez,F,2026-01-31,146.17,Escuintla,Food
502036,Luis Cruz,M,2026-01-16,298.15,Guatemala,Retail
501818,Miguel Aguilar,M,2026-02-15,194.23,Escuintla,Education
504450,Oscar Diaz,M,2026-02-06,106.47,Mixco,Food
500931,Gabriela Aguilar,M,2026-01-03,263.64,Quetzaltenango,Retail
503486,Luis Morales,F,2026-02-25,331.18,Escuintla,Food
500456,Gustavo Flores,M,2026-01-18,82.04,Mixco,Retail
504649,Carmen Castillo,M,2026-01-03,265.79,Guatemala,Food
504474,Ricardo Fuentes,M,2026-02-12,343.21,Antigua,Services
501235,Fernando Herrera,M,2026-01-28,128.57,Amatitlan,Food
504278,Rene Nunez,M,2026-02-04,91.21,Guatemala,Services
504511,Miguel Torres,M,2026-01-11,371.6,Mixco,Retail
500965,Isabel Aguilar,F,2026-01-31,407.28,Quetzaltenango,Food
501124,Carlos Paz,F,2026-03-01,367.63,Antigua,Retail
500846,Miguel Diaz,F,2026-01-10,277.55,Chimaltenango,Services
501680,Kevin Solis,M,2026-02-02,264.39,Antigua,Services
502527,Hector Morales,F,2026-02-20,251.8,Chimaltenango,Food
500830,Paola Mejia,M,2026-01-06,50.04,Antigua,Food
504138,Sofia Vargas,M,2026-01-08,15.64,Quetzaltenango,Education
503224,Elena Lima,F,2026-01-25,61.02,Chimaltenango,Retail
500129,Elena Reyes,F,2026-02-08,115.06,Amatitlan,Education
500247,Hector Cruz,F,2026-01-16,200.01,Villa Nueva,Education
502268,Sofia Ortega,M,2026-01-28,191.67,Quetzaltenango,Food
501497,Pedro Herrera,F,2026-01-04,381.48,Quetzaltenango,Education
503941,Fernando Herrera,F,2026-02-04,97.19,Antigua,Retail
502698,Diana Vargas,F,2026-02-18,29.65,Chimaltenango,Food
502003,Sofia Torres,M,2026-01-18,430.1,Quetzaltenango,Services
502788,Fernando Ortega,F,2026-02-12,251.8,Quetzaltenango,Services
504644,Monica Mazariegos,F,2026-01-28,56.27,Guatemala,Retail
501068,Gustavo Morales,M,2026-02-28,493.32,Guatemala,Food
502616,Diana Ruiz,F,2026-02-09,331.39,Amatitlan,Retail
503107,Monica Diaz,M,2026-02-05,136.88,Guatemala,Food
502517,Gabriela Mejia,M,2026-02-16,337.27,Antigua,Services
500454,Pablo Ruiz,F,2026-02-02,446.51,Desconocida,Retail
502318,Valeria Fuentes,M,2026-03-01,398.25,Guatemala,Retail
502275,Gustavo Herrera,F,2026-02-05,108.73,Guatemala,Retail
502687,Elena Ortega,F,2026-01-27,190.98,Chimaltenango,Food
504643,Patricia  Fuentes,M,2026-02-03,91.36,Antigua,Food
502492,Juan  Castillo,F,2026-02-08,497.13,Quetzaltenango,Food
501977,Isabel Dominguez,M,2026-02-14,131.7,Mixco,Food
502203,Gabriela Lima,F,2026-02-13,225.0,Amatitlan,Retail
501739,Paola Fuentes,F,2026-02-25,465.78,Mixco,Retail
500565,Diana Lima,M,2026-02-12,22.31,Amatitlan,Food
500441,Pedro  Torres,M,2026-02-13,324.73,Quetzaltenango,Services
500990,Valeria Ortega,F,2026-01-14,147.23,Antigua,Food
503714,Carmen Castillo,F,2026-02-10,420.55,Escuintla,Education
500824,Isabel Ramirez,F,2026-02-25,403.18,Villa Nueva,Food
500326,Miguel Herrera,F,2026-01-25,327.16,Escuintla,Food
500746,Maria  Diaz,M,2026-01-19,153.35,Guatemala,Retail
503175,Rene Nunez,M,2026-01-31,371.57,Antigua,Food
501085,Gabriela Fuentes,M,2026-02-13,314.56,Quetzaltenango,Education
500671,Fernando Gomez,M,2026-01-23,31.71,Mixco,Education
503082,Jose Herrera,F,2026-01-01,150.35,Mixco,Retail
503518,Patricia Ramirez,M,2026-02-24,14.52,Guatemala,Retail
503286,Hector Diaz,M,2026-01-11,174.31,Villa Nueva,Services
500483,Elena Fuentes,M,2026-01-15,236.77,Chimaltenango,Retail
503363,Gustavo Nunez,F,2026-01-04,100.68,Villa Nueva,Education
504501,Daniel  Fuentes,M,2026-01-28,251.8,Amatitlan,Services
504881,Gabriela Mendez,F,2026-02-08,44.39,Guatemala,Services
500602,Karla Flores,F,2026-01-03,171.23,Guatemala,Services
504861,Carlos Aguilar,F,2026-02-17,284.06,Quetzaltenango,Food
502588,Pedro Morales,M,2026-01-25,19.74,Chimaltenango,Retail
500914,Hector Lopez,F,2026-01-29,239.17,Amatitlan,Retail
503051,Pedro  Flores,M,2026-02-27,278.36,Amatitlan,Retail
502375,Miguel Lopez,F,2026-01-25,475.22,Escuintla,Services
501870,Paola Reyes,F,2026-01-21,251.8,Chimaltenango,Retail
504625,Elena Herrera,F,2026-02-22,36.9,Escuintla,Services
504116,Pedro Molina,F,2026-02-02,140.48,Quetzaltenango,Services
500681,Karla  Ruiz,M,2026-01-20,498.39,Desconocida,Food
500780,Juan Fuentes,F,2026-02-06,203.46,Desconocida,Education
501531,Jose Molina,F,2026-02-25,275.29,Antigua,Food
503129,Ana Rojas,F,2026-02-08,366.54,Amatitlan,Food
504690,Isabel Flores,F,2026-01-14,119.28,Guatemala,Food
504103,Valeria Gomez,F,2026-01-19,288.5,Antigua,Services
500405,Isabel Soto,F,2026-02-14,160.36,Villa Nueva,Food
504470,Karla  Dominguez,M,2026-02-08,138.47,Chimaltenango,Retail
503348,Ana Dominguez,F,2026-01-17,18.23,Guatemala,Retail
501168,Ana Reyes,M,2026-01-05,312.64,Chimaltenango,Education
503871,Juan Solis,F,2026-02-27,398.06,Amatitlan,Services
502457,Andrea Lima,F,2026-02-02,177.16,Mixco,Education
501316,Ricardo Vargas,M,2026-02-12,465.05,Escuintla,Education
502014,Valeria Ramirez,F,2026-01-15,325.82,Desconocida,Retail
503310,Monica Vargas,F,2026-01-25,475.23,Antigua,Education
504635,Ana Paz,F,2026-01-31,135.52,Amatitlan,Food
500091,Diana Morales,F,2026-02-07,251.8,Chimaltenango,Services
500366,Andrea Mendez,F,2026-01-24,493.45,Chimaltenango,Retail
503077,Daniel Molina,M,2026-02-09,163.82,Chimaltenango,Retail
501326,Ana Lima,F,2026-02-02,411.59,Villa Nueva,Services
504167,Elena Ortega,M,2026-01-09,77.94,Guatemala,Services
504086,Kevin  Mazariegos,M,2026-02-10,190.28,Antigua,Education
501683,Luis Mejia,F,2026-02-17,270.13,Quetzaltenango,Food
504209,Oscar Fuentes,M,2026-02-18,7.28,Amatitlan,Retail
503853,Sofia Reyes,F,2026-01-04,300.53,Villa Nueva,Food
504302,Diana Ramirez,M,2026-02-23,251.8,Antigua,Education
501174,Laura Nunez,M,2026-01-13,17.78,Villa Nueva,Education
500949,Juan Gomez,M,2026-01-30,454.02,Antigua,Education
501472,Carlos Ramirez,F,2026-02-03,299.57,Chimaltenango,Retail
503569,Luis Dominguez,F,2026-01-17,252.64,Escuintla,Education
504001,Sofia Cruz,F,2026-01-24,168.56,Quetzaltenango,Services
501188,Miguel Rojas,M,2026-01-16,251.8,Villa Nueva,Food
500814,Pedro  Aguilar,M,2026-02-12,464.56,Villa Nueva,Education
500310,Juan Soto,F,2026-02-06,261.96,Antigua,Food
502461,Gabriela Vargas,F,2026-02-16,471.92,Chimaltenango,Food
504834,Valeria Ortega,F,2026-01-04,34.23,Mixco,Education
501578,Pedro Reyes,M,2026-01-28,344.12,Quetzaltenango,Services
504626,Carmen Ruiz,M,2026-02-05,182.77,Guatemala,Retail
500480,Hector Rojas,M,2026-01-05,202.88,Guatemala,Retail
500163,Sofia Paz,M,2026-01-25,480.04,Mixco,Food
503080,Carmen Ramirez,M,2026-02-03,370.02,Antigua,Food
503882,Pedro Dominguez,M,2026-02-11,98.43,Villa Nueva,Food
503210,Ricardo Diaz,M,2026-01-05,312.5,Mixco,Retail
502538,Jose Herrera,F,2026-02-04,421.81,Quetzaltenango,Education
504864,Kevin  Diaz,M,2026-03-01,161.66,Escuintla,Services
502380,Rene Paz,F,2026-02-23,302.68,Escuintla,Services
503765,Monica  Soto,F,2026-01-21,251.8,Desconocida,Services
502129,Carmen Soto,F,2026-02-13,348.58,Quetzaltenango,Services
504837,Patricia Aguilar,F,2026-02-28,353.59,Chimaltenango,Food
501676,Daniel Ramirez,M,2026-02-17,251.8,Antigua,Retail
501550,Pedro Mendez,M,2026-02-02,441.79,Guatemala,Retail
504221,Gabriela Aguilar,F,2026-01-29,251.8,Quetzaltenango,Food
503272,Karla Nunez,M,2026-01-05,251.8,Guatemala,Food
500538,Carmen Gomez,M,2026-02-10,476.12,Quetzaltenango,Food
500443,Gustavo Soto,M,2026-01-10,140.03,Antigua,Retail
502343,Ana  Aguilar,F,2026-01-17,295.61,Guatemala,Retail
503494,Diana  Flores,F,2026-01-31,361.19,Escuintla,Retail
501460,Maria Gomez,M,2026-02-02,147.15,Guatemala,Retail
502692,Patricia Hernandez,M,2026-02-13,196.07,Desconocida,Services
500453,Jose Lima,F,2026-02-23,251.8,Amatitlan,Retail
500256,Kevin Solis,M,2026-01-08,461.92,Guatemala,Services
503239,Valeria Herrera,M,2026-02-24,251.8,Desconocida,Services
502132,Pedro Ruiz,F,2026-01-15,50.28,Villa Nueva,Retail
500758,Valeria  Morales,M,2026-01-02,103.69,Quetzaltenango,Education
503284,Fernando Vargas,F,2026-02-10,13.81,Villa Nueva,Retail
503344,Carmen Vargas,M,2026-01-05,423.39,Guatemala,Retail
500727,Pablo Aguilar,M,2026-01-23,234.11,Mixco,Services
503687,Karla Gomez,M,2026-01-22,383.61,Escuintla,Services
502993,Jose Rojas,M,2026-02-04,437.8,Mixco,Education
501224,Gabriela Diaz,M,2026-01-22,429.92,Escuintla,Food
501025,Pedro Hernandez,F,2026-02-24,339.21,Guatemala,Retail
